Date,KSSMB,KQSMB,KSHML,KQHML,KSMMT,KQMMT
2016-10-10,0.00425,-0.00185,-0.000806667,-0.005125,0.016032601,0.001533997
2016-10-11,-0.0037,-0.0001,-0.02384,-0.003,-0.002560244,0.006184189
2016-10-12,0.0021,0.00245,-0.001926667,-0.0008,-0.004894909,0.007313249
2016-10-13,-0.00455,-0.0017,-0.008003333,-0.0039,0.002610816,-0.002345183
2016-10-14,0.0053,0.00195,-0.006826667,0.0101,-0.011332957,0.006979367
2016-10-17,0.0017,0.00085,-0.00613,-0.00125,-0.002146352,-0.002646427
2016-10-18,0.00575,-0.01145,-0.010283333,0.005475,-0.007427518,-0.00930905
2016-10-19,-0.0041,-0.0044,0.001183333,-0.003625,-0.024589288,0.002600916
2016-10-20,0.00615,-0.0007,-0.008463333,-0.00835,-8.38E-05,0.001371173
2016-10-21,0.0017,0.0002,-0.006826667,0.00165,-0.005618041,-0.012268974
2016-10-24,0.0081,0.00335,-0.006133333,-0.00895,-0.007449181,0.003089718
2016-10-25,0.0041,-0.00235,-0.009876667,-0.01035,-0.018420219,-0.028489466
2016-10-26,0.0003,-0.01575,0.000263333,0.006375,0.006698355,-0.023111553
2016-10-27,-0.00535,-0.0059,0.014753333,0.020025,0.0072148,-0.006169263
2016-10-28,0.00265,0.00455,0.002416667,-0.004975,-0.028680778,-0.016799234
2016-10-31,0.0124,-0.0123,-0.0146,2.50E-05,-0.009136382,-0.006016007
2016-11-01,-0.00525,0.00295,0.006866667,0.004025,0.007808575,-0.005366349
2016-11-02,0.0116,-0.01875,-0.013463333,0.007025,-0.031654037,0.008911548
2016-11-03,-0.00265,0.00075,0.00767,-0.000425,0.016975737,-0.004610095
2016-11-04,-0.00395,0.00925,0.004136667,0.001775,0.000515636,0.024547676
2016-11-07,-0.0079,0.00585,0.016796667,0.002825,-0.011114739,0.02990003
2016-11-08,0.0003,-0.0013,0.001456667,0.000475,0.007199759,0.016704464
2016-11-09,0.0146,-0.0119,-0.012643333,-0.00405,0.002355349,0.048319671
2016-11-10,-0.0062,-0.00695,0.012026667,0.0199,0.053942493,-0.004683628
2016-11-11,-0.01335,0.016,-0.00272,-0.010375,-0.012508867,-0.003255787
2016-11-14,-0.00565,0.01405,0.00597,-0.012975,-0.020947314,-0.026831791
2016-11-15,-0.00125,0.00205,-0.02127,-0.009125,0.022407634,0.011760701
2016-11-16,0.0005,-0.0044,0.01601,0.0067,0.035063951,-0.027320108
2016-11-17,-0.00165,0.00435,0.00786,0.001475,-0.013708713,-0.002474815
2016-11-18,0.0033,0.00105,-0.0043,-0.005425,0.015455826,0.004919205
2016-11-21,0.0058,-0.0014,-0.009246667,-0.01395,0.000870459,-0.019656193
2016-11-22,0.0053,-0.004,0.013103333,-0.00385,-0.003897324,-0.012046445
2016-11-23,0.008,-0.00905,-0.022483333,-0.010475,-0.030977177,-0.01273109
2016-11-24,0.00295,0.0007,-0.001013333,-0.008975,0.02236362,-0.015280867
2016-11-25,-0.0036,0.00185,0.011423333,0.001625,0.007072763,0.008538966
2016-11-28,0.0045,0.00605,-0.00244,0.00545,-0.011237417,0.005847782
2016-11-29,0.0004,-0.0013,0.005636667,0.007875,0.014490628,-0.024780742
2016-11-30,0.00145,0.0021,0.00908,-0.003325,-0.012799639,-0.005432148
2016-12-01,0.0035,0.00245,-0.017023333,0.006325,-0.023210795,-0.00334122
2016-12-02,-0.00265,0.0065,-0.003463333,-0.007075,-0.000860647,-0.006215491
2016-12-05,0.01,-0.00305,-0.00592,-0.010875,-0.016382479,-0.045211184
2016-12-06,0.00205,0.0024,0.001553333,-0.0029,0.000779982,0.005168605
2016-12-07,0.00445,0.0011,-0.010336667,-0.00145,-0.012203356,0.021055774
2016-12-08,0.0095,0.0009,0.00025,-0.00305,-0.010454334,0.01392047
2016-12-09,-0.01,-0.00995,0.001456667,0.008375,0.031350554,0.006169041
2016-12-12,-0.0111,0.0065,-0.002096667,-0.008075,0.010396482,0.004862491
2016-12-13,-0.00285,0.0006,0.01709,0.012475,0.038916955,-0.003796351
2016-12-14,0.001,-0.00135,0.003006667,0.008275,-0.008668767,0.005461762
2016-12-15,-0.00395,0.0033,0.00465,-0.00075,0.007396651,0.014746264
2016-12-16,0.0002,-0.00265,0.01294,-0.00815,-0.007899241,0.007748486
2016-12-19,-0.0073,0.00625,0.004343333,-0.0078,-0.026173203,0.00128609
2016-12-20,-0.00135,0.01045,0.00298,-0.00475,-0.001704739,-0.014552296
2016-12-21,-0.003,0.0087,-0.000886667,-0.00595,-0.002490869,-0.004735543
2016-12-22,0.00145,0.0044,0.000163333,-0.007425,-4.81E-05,-0.001420598
2016-12-23,-0.0009,-0.00575,0.00341,0.010175,0.010455559,-0.009254996
2016-12-26,0.00195,-0.01075,0.00591,-0.0066,-0.000936712,-0.012703077
2016-12-27,0.0003,-0.0026,0.002386667,0.005875,-0.004832339,-0.028310812
2016-12-28,-0.0087,-0.01165,0.016763333,0.010175,0.011824277,-0.010907473
2016-12-29,-0.00355,0.00295,0.00747,0.007125,-0.014290924,0.016241886
2017-01-02,-0.001,0.01135,-0.001373333,-0.011175,0.012551237,0.006245314
2017-01-03,-0.00005,0.00285,0.007323333,-2.50E-05,0.000208731,-0.011822696
2017-01-04,-0.00665,-0.0026,-0.005556667,0.000475,-0.04242988,-0.03029907
2017-01-05,-0.0044,0.00185,0.005026667,0.012275,-0.036521464,-0.02083721
2017-01-06,0.0013,0.00155,0.00182,-0.0023,0.003057003,-0.002851795
2017-01-09,-0.0028,0.00375,0.007583333,-0.0007,-0.023163743,-0.019243349
2017-01-10,0.00285,0.00665,-0.002536667,-0.0129,-0.037003251,-0.022540761
2017-01-11,0.00935,-0.00055,-0.005376667,0.00125,-0.02076507,0.023828424
2017-01-12,0.00735,-0.00305,-0.009193333,0.01325,-0.072646839,-0.051159049
2017-01-13,-0.0077,-0.00685,-0.007146667,-0.00795,0.050491667,-0.008380263
2017-01-16,0.0022,-0.0072,-0.007983333,-0.007675,0.025228237,-0.014002172
2017-01-17,0.00175,0.0033,-0.002143333,0.001975,0.031599004,0.001630234
2017-01-18,-0.0002,-0.0022,0.00424,-0.009325,-0.012109348,-0.004728935
2017-01-19,-0.0003,-0.0048,-0.000733333,-0.0111,-0.004571861,-0.009540067
2017-01-20,0.00055,-0.00035,-0.002286667,0.0032,-0.00842864,-0.017528331
2017-01-23,0.0062,-0.0075,0.001863333,-0.011125,0.001378118,-0.013233729
2017-01-24,0.00605,0.0027,-0.009963333,0.00055,0.009649294,0.025568295
2017-01-25,-0.00065,-0.0013,0.005643333,-0.006175,-0.001479028,-0.010996662
2017-01-26,-0.00335,0.00075,0.000916667,0.003775,0.008132657,0.004410641
2017-01-31,-0.0035,0.0026,-0.00204,0.0089,-0.031970074,-0.016522455
2017-02-01,-0.00065,-0.0039,0.000506667,0.0061,-0.044785692,0.009118181
2017-02-02,0.01015,-0.0162,0.007243333,0.013225,-0.053379904,-0.054074873
2017-02-03,0.00155,-0.0106,-0.00758,-0.0058,-0.010727344,-0.001304705
2017-02-06,0.00015,-0.0009,-0.00103,-0.013175,-0.020493788,0.026158634
2017-02-07,0.00315,-0.0001,-0.00278,-0.003925,-0.012193983,-0.034121535
2017-02-08,-0.001,-0.00395,0.001086667,0.0008,0.005910897,-0.00366897
2017-02-09,-0.00095,0.00475,-0.011266667,-0.0012,-0.0126256,0.00034003
2017-02-10,0.00535,-0.0034,-0.006706667,0.006725,0.011112027,-0.007031945
2017-02-13,-0.00115,0.00035,-0.00382,0.001025,0.015244127,-0.006893707
2017-02-14,-0.00285,0.00015,-0.00204,-0.00075,0.013762905,0.008251184
2017-02-15,-0.0011,-0.0015,0.01011,0.005175,0.001488008,0.018034239
2017-02-16,-0.0025,0.00575,3.33E-05,-0.004225,0.017295702,0.020463324
2017-02-17,-0.0021,-0.00345,0.004696667,0.002525,-0.008598211,-0.018940414
2017-02-20,-0.0017,-0.0005,-0.00403,0.006075,-0.005119869,0.001059548
2017-02-21,0.00515,-0.00515,-0.006303333,-0.002925,-0.009196185,-0.005754084
2017-02-22,0.0012,0.001,-0.004316667,0.000725,-0.00330536,-0.003404913
2017-02-23,0.0047,-0.00815,-0.000166667,0.00855,0.022038387,0.01192311
2017-02-24,0.00055,-0.0097,1.00E-05,-0.0061,0.02877561,-0.008450033
2017-02-27,0.00105,0.00445,0.00213,0.01155,0.024293295,-0.017065223
2017-02-28,-0.00225,-0.00155,-0.004723333,-0.007075,0.014225942,0.001879476
2017-03-02,0.0024,0.0016,-0.001706667,0.00195,0.036492399,0.02159775
2017-03-03,0.00145,-0.00245,-0.00349,-0.014375,0.021128182,-0.000778437
2017-03-06,-0.002,0.0077,0.01402,-0.0009,0.045884916,0.027936954
2017-03-07,0.0025,0.00145,0.004993333,-0.000925,-0.008396155,-0.004011999
2017-03-08,-0.0014,0.0075,-0.007386667,-0.009275,-0.001459808,0.004831377
2017-03-09,-0.00625,-0.0017,0.001736667,-0.00335,0.042990096,0.026968084
2017-03-10,-0.0013,-0.00095,0.003903333,-0.000725,-0.005015477,0.007647967
2017-03-13,0.00205,0.0077,0.002006667,-0.011325,-0.010674187,-7.42E-05
2017-03-14,0.00415,0.00645,-0.001593333,-0.0137,0.001669636,0.024613544
2017-03-15,0.0006,0.00595,-0.005976667,0.001325,0.007384174,-0.014004739
2017-03-16,0.0036,0.0006,0.00014,-0.00115,-0.004892258,-0.002662004
2017-03-17,0.00885,0.00605,0.00712,0.003575,-0.015856951,0.006736752
2017-03-20,0.0008,-0.00545,-0.008583333,0.0029,0.012219962,-0.00749311
2017-03-21,0.00745,-0.00875,0.01124,0.00445,-0.005945215,-0.00901924
2017-03-22,0.00015,-0.00215,-0.007896667,0.00135,0.010562223,0.01681459
2017-03-23,0.0033,-0.0072,-0.01779,-0.00885,0.019799028,-0.000639618
2017-03-24,-0.00205,-0.0015,0.008943333,0.007625,0.006074961,0.009009658
2017-03-27,-0.00355,-0.0072,0.004316667,-0.001925,0.030714801,0.002231704
2017-03-28,-0.00395,0.0023,0.00426,0.000175,-0.001235587,0.009799927
2017-03-29,-0.00305,-0.0009,0.01393,0.003725,0.019359743,0.001444681
2017-03-30,-0.0011,-0.00255,-0.000106667,0.011175,-0.019993172,-0.031297571
2017-03-31,-0.00235,-0.0021,-0.000853333,-0.00265,0.010294274,-0.007924973
2017-04-03,-0.00155,0.00045,0.015123333,0.015275,-0.012327564,0.00170017
2017-04-04,0.01275,-0.00595,-0.00586,0.018525,-0.090558681,-0.006244372
2017-04-05,-0.0042,0.006,0.003933333,0.002325,0.031588469,0.027980769
2017-04-06,0.0033,-0.00345,-0.002213333,0.01155,-0.015114932,0.028689384
2017-04-07,-0.0028,-0.0004,0.00028,-0.002625,-0.022589839,0.006531472
2017-04-10,0.00355,-0.0004,0.00079,-0.000625,-0.009962913,0.006480562
2017-04-11,-0.0034,-0.0065,0.003743333,-0.00055,-0.013433345,0.006887251
2017-04-12,0.00305,0.00185,0.00438,-0.00565,0.011581791,0.003109269
2017-04-13,0.00545,0.0033,0.002373333,0.006025,-0.014379618,-0.011177816
2017-04-14,0.00085,-0.00575,-0.003436667,-0.00115,0.007524992,-0.001274039
2017-04-17,-0.00245,-0.0027,0.001396667,0.018025,0.005031132,0.00170406
2017-04-18,-0.00465,0.00305,3.67E-05,-0.003875,-0.021495349,0.007281842
2017-04-19,-0.0048,0.00465,0.009573333,0.00635,-0.004828243,0.004171939
2017-04-20,0.0059,-0.0043,-0.005766667,0.005525,-0.011388255,-0.006523624
2017-04-21,0.00385,0.0021,0,-0.003075,-0.01607342,-0.006680343
2017-04-24,0.00965,-0.0023,-0.00439,-0.005475,-0.026748757,-0.026125086
2017-04-25,0.00105,0.0003,0.011943333,0.00075,0.009003096,0.006343555
2017-04-26,0.0007,0.00015,0.002183333,0.00955,-0.034140302,0.029654221
2017-04-27,0.00125,0.00275,-0.00153,-0.00465,0.021671808,0.038699615
2017-04-28,-0.0009,-0.0005,-0.000126667,-0.0007,-0.016593426,-0.005510436
2017-05-02,0.00835,-0.008,-0.000806667,-0.001975,-0.03626546,-0.027104971
2017-05-04,0.0035,-0.00295,0.013986667,0.00425,0.007902784,-0.018615003
2017-05-08,0.0143,-0.00935,0.011206667,0.007325,0.007324763,0.025955753
2017-05-10,-0.0022,0.00225,-0.001813333,0.00235,-0.047372387,0.001329342
2017-05-11,0.00875,-0.0063,0.006633333,0.01125,-0.01331584,-0.003074698
2017-05-12,-0.0051,0.00455,-0.005856667,-0.004225,-0.004438779,0.00875468
2017-05-15,0.00195,-0.0044,0.00655,0.01265,-0.011189282,-0.00277691
2017-05-16,0.00505,-0.00095,-0.005813333,-0.0036,-0.013533303,-0.008161828
2017-05-17,-0.0036,-0.0002,0.004973333,0.0127,0.013395142,-0.00023461
2017-05-18,0.00215,0.00375,0.002563333,0.01005,-0.018716416,0.011058932
2017-05-19,-0.0048,0.0031,-0.009153333,-0.0029,0.021371867,0.010250811
2017-05-22,0.00325,0.00075,-0.004763333,-0.007125,0.005797445,0.000496582
2017-05-23,-0.0011,-0.0034,0.000886667,-0.00455,0.001329899,-0.011503804
2017-05-24,-0.0006,-0.0078,0.006646667,0.0093,0.001731769,0.009078064
2017-05-25,0.0067,0.00185,-0.008516667,-0.00695,0.0292545,0.021885513
2017-05-26,0.00185,0.0042,0.004496667,-0.0001,0.009509996,0.00421048
2017-05-29,0.00055,-0.00075,-0.00457,-2.50E-05,0.00629384,0.01941323
2017-05-30,-0.0073,-0.0003,0.003906667,-0.00455,0.002608187,0.014090051
2017-05-31,-0.00535,-0.00285,0.00417,0.00405,-0.010636746,-0.003872071
2017-06-01,0.0003,0.00145,0.006373333,-0.00115,-0.012375312,0.005365691
2017-06-02,0.00305,-0.00355,0.007283333,0.00055,0.002365462,0.00420362
2017-06-05,-0.0011,-0.00775,0.007463333,0.007325,0.00895422,-0.001899833
2017-06-07,-0.0047,-0.0067,0.00109,0.004125,-0.008455381,-0.004811998
2017-06-08,0.00245,-0.008,0.001533333,0.005625,0.005132095,0.017271732
2017-06-09,0.00545,-0.0005,0.01713,0.002475,-0.002662438,0.010419221
2017-06-12,-0.0028,0.0138,-0.012146667,-0.010875,0.011575863,-0.015003149
2017-06-13,-0.00135,-0.0024,0.013063333,0.002325,0.001356922,-0.007214288
2017-06-14,-0.003,-0.0018,0.01002,0.003475,-0.011558374,-0.011711616
2017-06-15,-0.00145,-0.00045,0.00332,-0.0024,0.007209335,0.006247556
2017-06-16,0.00005,0.0075,-0.003076667,0.007825,0.003809669,0.026506942
2017-06-19,-0.00085,-0.00655,0.010796667,0.006725,0.000790878,0.005089934
2017-06-20,0.0039,-0.0081,-0.000496667,0.00055,-0.012730336,-0.019150091
2017-06-21,0.00065,0.00075,0.002553333,-0.000375,0.01013088,-0.004060649
2017-06-22,0.0041,0.00465,-0.00525,-0.000775,-0.012147914,0.018104713
2017-06-23,-0.00195,-0.0019,0.01731,0.0057,0.021440205,-0.008357779
2017-06-26,0.00405,-0.00585,0.013053333,0.003575,-0.002029739,-0.003347597
2017-06-27,-0.0018,-0.00035,-0.001543333,-0.004425,0.005259469,0.00090602
2017-06-28,0.0013,0.00315,-0.0162,-0.008875,0.009041313,-0.013625096
2017-06-29,0.00145,0.0007,-0.001733333,-0.01005,-0.017948704,0.006626469
2017-06-30,-0.0009,-0.00435,-0.008053333,0.002275,-0.010523779,-0.001334438
2017-07-03,0.00335,0.00285,-0.018836667,-0.005175,0.023015898,-0.004396194
2017-07-04,0.00055,-0.0003,0.00807,-0.00485,-0.007696419,0.008556944
2017-07-05,-0.00025,0.0034,0.00503,0,0.00587769,0.017339852
2017-07-06,-0.0017,-0.00365,0.01127,0.003775,-0.006214672,0.005777135
2017-07-07,0.00245,-0.00575,0.000493333,-0.00115,0.006248381,-0.012586133
2017-07-10,0.0067,0.004,-0.009816667,-0.008725,0.001253462,0.008016469
2017-07-11,0.0033,0.0038,-0.007033333,-0.00495,-0.005594043,0.010595467
2017-07-12,0.00095,0.0069,0.004136667,-0.00365,-0.007288988,0.00433239
2017-07-13,0.0042,-0.00445,0.004493333,0.0033,0.011132194,-0.015598428
2017-07-14,0.00685,-0.0065,-0.003663333,0.007,-0.010100084,-0.026895623
2017-07-17,-0.0002,-0.00175,0.004953333,0.0071,0.019295707,-0.003822234
2017-07-18,-0.00145,0.00015,0.000643333,0.001725,0.010091601,-0.01347617
2017-07-19,-0.0022,-0.0032,-0.004253333,0.004475,0.014582921,0.007116905
2017-07-20,-0.00115,-0.00345,-0.001263333,0.0044,-0.026935771,0.002162547
2017-07-21,0.0004,0.01105,-0.00639,-0.0099,0.015758246,0.005210729
2017-07-24,0.0028,0.0004,-0.00091,-0.001225,0.020271879,-0.006201978
2017-07-25,0.0018,0.0011,-0.0035,-0.005575,0.001290719,-0.00783102
2017-07-26,0.0046,-0.01395,-0.00791,0.00745,0.001388668,0.006331848
2017-07-27,0.0009,-0.00215,-0.00536,0.0012,-0.00063417,-0.005282877
2017-07-28,-0.0004,0.00355,-0.01249,-0.0014,-0.015142894,-0.033319998
2017-07-31,0.00305,-0.00415,0.001736667,-0.0019,-0.007482208,-0.001365597
2017-08-01,0.001,0.00955,0.006793333,0.00445,-0.000211515,-0.004089176
2017-08-02,-0.00655,0.00025,0.006573333,-0.00105,0.010658906,0.006334753
2017-08-03,5.00E-05,0.01025,-0.00238,-0.0094,-0.007122946,-0.027250872
2017-08-04,0.00215,0.00645,-0.008983333,-0.005675,-0.004071278,-0.016407952
2017-08-07,-0.0045,-0.0072,-0.003006667,0.01145,0.007820357,0.01927735
2017-08-08,-0.001,-0.00315,0.008776667,0.009725,0.000911029,0.009212575
2017-08-09,0.0016,0.00055,-0.007333333,-0.00365,-0.005742736,-0.007516897
2017-08-10,0.0058,-0.0084,0.005806667,-0.00185,-0.002793248,0.000908778
2017-08-11,-0.0002,-0.0029,0.003166667,-0.0057,-0.006206614,-0.007010395
2017-08-14,0.00235,-0.0065,0.00198,0.008325,-0.01458452,0.018370919
2017-08-16,-0.00245,-0.00725,0.012166667,-0.001325,-0.011539051,-0.018384513
2017-08-17,-0.00325,-0.00335,0.001246667,0.00485,0.013142679,0.003408571
2017-08-18,-0.0017,-0.0002,0.017106667,-0.002425,0.003526012,-0.008876066
2017-08-21,-0.00275,0.0038,-0.001083333,-0.001025,0.009332964,0.002758678
2017-08-22,0.00045,-0.0074,0.003486667,0.00905,0.004088552,-0.019322091
2017-08-23,-0.0001,0.0034,0.003386667,0.000725,0.002697849,0.006753596
2017-08-24,1.00E-04,0.00045,0.004266667,-0.004125,0.008665928,0.003241174
2017-08-25,-0.001,0.00275,-0.00433,-0.0043,0.004101438,0.000716352
2017-08-28,-0.00245,-0.00495,0.001526667,0.0042,0.001069353,0.009931363
2017-08-29,-0.00355,-0.00215,0.003443333,-0.001,0.004841071,-0.001006655
2017-08-30,-0.00225,0.0015,0.006693333,0.003875,0.010587726,0.011694545
2017-08-31,-0.0029,-0.00355,0.012623333,-0.002475,0.002107425,0.007619245
2017-09-01,-0.006,0.00545,0.00334,0.00345,-0.012636142,0.027770784
2017-09-04,0.0019,0.00115,-0.00094,-0.0055,-0.000203559,-0.012148967
2017-09-05,0.0012,-0.0036,0.005563333,0.00225,-0.019867021,0.001273736
2017-09-06,-0.00255,-0.00295,0.020463333,0.00145,-0.019140574,-0.052821543
2017-09-07,0.0041,-0.00025,0.0032,0.002275,0.006237022,0.046307065
2017-09-08,0.00825,0.001,5.00E-05,-0.00215,-0.011980413,-0.028510654
2017-09-11,0.00405,-0.0012,0.012046667,0.00875,0.004778126,0.041080125
2017-09-12,-0.0038,-0.00205,0.00836,0.01205,-0.002092874,0.017575744
2017-09-13,-0.0029,-0.00345,0.003826667,-0.00225,-0.012536739,-0.014823858
2017-09-14,0.00685,-0.0026,0.023086667,0.009175,0.001317481,0.034791978
2017-09-15,0.0012,-0.0155,0.004156667,0.0058,-0.014357406,0.000588963
2017-09-18,0.00525,-0.00435,0.001376667,0.00535,0.006289918,-0.007626892
2017-09-19,0.0016,-0.0059,-0.004866667,-0.003975,0.009191281,-0.008382378
2017-09-20,0.0076,-0.013,0.010526667,0.0014,-0.012937772,-0.010825663
2017-09-21,0.00735,-0.00595,-0.00468,-0.00175,-0.010950002,0.002786334
2017-09-22,0.00555,-0.01105,-0.004313333,-0.003675,0.006069572,0.019536923
2017-09-25,0.01205,-0.02215,0.014303333,0.00215,0.019190847,0.01803374
2017-09-26,-0.00135,-0.0031,-0.025813333,0.0007,0.007859308,-0.018867605
2017-09-27,-0.0085,-0.005,0.00506,0.0079,0.023301159,0.011446496
2017-09-28,-0.0007,0.0042,-0.002903333,0.00085,0.001075896,-0.012774083
2017-09-29,0.00065,0.0057,0.00454,-0.005825,-0.015930519,-0.011512806
2017-10-10,0.01465,-0.01495,0.009253333,0.0101,-0.013281504,0.016978373
2017-10-11,1.11E-18,-0.001,0.010436667,0.011825,-3.91E-05,0.006594806
2017-10-12,0.00455,-0.00715,0.002233333,0.01095,0.008337727,-0.005366816
2017-10-13,0.0119,-0.0239,-0.01863,0.0037,0.002657676,8.86E-05
2017-10-16,0.0052,-0.01565,-0.01706,0.003075,0.007148957,-0.008331913
2017-10-17,-0.00345,-0.0201,0.014846667,0.01255,0.029871392,0.007615318
2017-10-18,0.0051,-0.00635,0.01091,-0.003825,0.041721445,0.013655223
2017-10-19,-0.00555,0.01695,-0.00838,-0.016175,-0.000593601,-0.007609623
2017-10-20,0.0009,-0.00815,0.00582,0.0057,-0.010514241,0.006101845
2017-10-23,-0.0015,0.00895,0.016163333,0.00085,0.001545131,-0.012843215
2017-10-24,-0.0006,-0.0206,-0.006943333,0.014925,-0.000164978,0.014050193
2017-10-25,-0.0004,0.0077,-0.010363333,0.00305,-0.002929073,-0.001496808
2017-10-26,0.0024,0.0125,-0.00283,-0.007475,-0.013944463,0.003322215
2017-10-27,-0.00095,-0.0071,0.003586667,0.008525,-0.000568116,0.001876743
2017-10-30,0.0002,0.00765,0.00562,0.00095,0.014871553,0.019655065
2017-10-31,0.0003,-0.00015,0.005373333,0.00465,0.006387539,-0.012366033
2017-11-01,0.0052,0.0051,0.01645,-0.007875,-0.006710517,-0.001094676
2017-11-02,-0.00385,0.00295,-0.00502,0.00115,-0.008042854,0.014931433
2017-11-03,0.0062,-0.0062,-0.006863333,0.000925,-0.000480582,0.006767035
2017-11-06,-0.00105,-0.0029,0.00974,-0.00325,-0.002533388,-0.008343118
2017-11-07,-0.0025,0.009,-0.002996667,-0.000775,0.00835097,0.009931158
2017-11-08,0.001,-0.0101,0.007503333,0.01345,0.017360235,0.004505323
2017-11-09,-0.00515,0.01065,0.001103333,0.000675,-0.005572835,0.004513786
2017-11-10,-0.00695,-0.0151,0.000183333,0.0098,0.015941839,0.019861328
2017-11-13,-0.005,-0.02825,0.017713333,0.0152,-0.000519741,0.002506019
2017-11-14,-0.0018,-0.02005,0.008736667,0.017925,-0.012585324,0.024599816
2017-11-15,0.0045,-0.0361,0.016626667,0.018125,-0.015757091,0.021299225
2017-11-16,-0.0062,-0.00255,-0.001693333,0.003825,0.002778447,0.006663867
2017-11-17,-0.00365,0.0163,-0.00453,-0.008325,-0.004929866,0.008767673
2017-11-20,-0.00985,0.0059,0.003773333,0.004275,-0.013056765,0.012735632
2017-11-21,0.00105,-0.00215,0.006646667,0.007575,-0.016716802,0.004457798
2017-11-22,0.00395,0.0136,-0.006443333,0.0021,0.005844651,0.007289615
2017-11-23,-0.0035,-0.00885,-0.002126667,0.0082,-0.003328187,-0.000109596
2017-11-24,-0.0026,0.01885,-0.003636667,-0.004725,0.002996874,-0.002956191
2017-11-27,-0.0065,0.0059,-0.01882,-0.003425,0.008593636,0.002253398
2017-11-28,0.0044,0.0186,-0.00878,-0.00705,0.017462833,-0.023753639
2017-11-29,-0.00195,-0.0071,-0.00071,0.003925,-0.00629358,-0.018955782
2017-11-30,-0.0014,0.01305,-0.026513333,-0.008375,-0.01345778,-0.024940265
2017-12-01,-0.007,-0.01845,0.02103,0.01505,0.023669335,-0.008576334
2017-12-04,0.00965,0.01295,-0.01105,0.005975,0.021090026,-0.007814251
2017-12-05,-0.00165,0.0173,-0.016563333,-0.017425,0.04128244,-0.021123716
2017-12-06,-0.00945,0.0178,-0.00266,-0.01035,-0.016423185,-0.075264476
2017-12-07,0.00325,0.0089,-0.002223333,-0.016275,0.024572066,0.000165432
2017-12-08,0.0078,-0.02145,0.012696667,0.0073,-0.002982625,-0.013559613
2017-12-11,-0.0031,-0.02445,0.007176667,0.017725,0.001267301,0.026693608
2017-12-12,0.00235,0.0101,0.002936667,-0.0041,0.023832368,0.000875454
2017-12-13,0.00595,-0.00535,-0.00541,0.0091,-0.014571191,8.90E-05
2017-12-14,-0.00845,0.0129,0.00642,-0.0039,-0.001708509,-0.033324975
2017-12-15,0.0116,-0.0038,-0.00849,-0.002625,0.001020147,-0.056586653
2017-12-18,0.00415,0.00885,0.002946667,0.00515,-0.011906606,-0.054241411
2017-12-19,0.00985,-0.00685,-0.001563333,0.001925,-0.009497839,-0.01220573
2017-12-20,0.0035,0.0043,-0.004113333,-0.01415,0.006918783,0.044896996
2017-12-21,-0.0016,-0.006,-0.01523,-0.0066,0.005701528,0.006156739
2017-12-22,-0.00655,-0.0275,0.011843333,0.00495,-0.003066497,0.046161401
2017-12-26,-0.0018,-0.0021,-0.01799,-0.01095,-0.004156159,0.006976986
2017-12-27,-0.0028,-0.02855,0.031413333,0.0331,0.009234829,-0.024886223
2017-12-28,0.006,0.0045,0.007766667,0.01215,0.015833195,0.048466739
2018-01-02,-0.00565,0.00995,0.00756,0.005375,0.003263037,0.027377407
2018-01-03,-0.0054,-0.01115,0.002016667,0.0135,-0.016495156,-0.015414926
2018-01-04,-0.0052,0.0114,-0.014233333,-0.011425,-0.026482347,-0.023881587
2018-01-05,-0.0015,-0.0174,0.006626667,0.01645,0.06016853,0.04794779
2018-01-08,0.0054,-0.0291,-0.005936667,0.0154,0.020301008,-0.040577206
2018-01-09,0.00325,0.01105,-0.015423333,-0.011225,0.012083169,-0.022534384
2018-01-10,-0.0043,-0.00785,-0.00616,0.001625,-0.013373222,-0.024442017
2018-01-11,-0.0089,-0.0319,0.008946667,0.023425,0.003941398,-0.011837055
2018-01-12,0.00855,-0.04975,-0.00036,0.01485,0.003597268,0.043422026
2018-01-15,0.00175,-0.02255,0.0053,0.0065,0.028404505,0.033215013
2018-01-16,-0.00285,0.0032,0.012176667,0.010175,0.042806884,0.019430877
2018-01-17,-0.00035,0.0236,-0.007653333,0.00095,-0.0048826,-0.037444844
2018-01-18,-0.0072,0.0094,0.007886667,0.013275,-0.003631402,0.004999665
2018-01-19,-0.00155,0.0406,-0.023656667,-0.016875,-0.02670386,-0.035928145
2018-01-22,-0.0047,0.01255,-0.000996667,-0.007,0.008727593,-0.007376829
2018-01-23,0.00295,-0.01695,0.00749,0.012925,-0.001949714,0.04769098
2018-01-24,-0.0043,0.0093,0.001233333,0.0024,-0.020664385,0.005490001
2018-01-25,-0.0087,0.0128,0.00884,-0.009125,-0.010395933,-0.03926603
2018-01-26,-0.0068,0.0026,0.01014,0.004425,0.015022597,-0.016295925
2018-01-29,-0.00195,-0.01665,-0.000323333,-0.0089,0.004947675,-0.029227817
2018-01-30,-0.00395,0.00785,-0.002276667,-0.006775,-0.008975393,-0.021999276
2018-01-31,0.0003,0.01015,0.000296667,-0.008175,-0.006136696,-0.034158716
2018-02-01,-0.0031,0.0185,-0.00576,-0.0134,-0.013977082,-0.042549021
2018-02-02,-0.00565,-0.00775,-0.000466667,-0.0046,-0.012553171,0.015780738
2018-02-05,0.00525,0.01345,-0.021626667,-0.0253,-0.018728676,-0.016791031
