Date,KSMMT,KQMMT
2015-01-02,0.023401515949731527,-0.0017716127256294928
2015-01-05,0.010521299226006147,-0.020699882196606782
2015-01-06,0.025737790330414578,-0.009214564398793807
2015-01-07,0.0010348166596576888,0.029170548264885836
2015-01-08,0.010990780063415717,-0.0150878176933332
2015-01-09,0.009180626216956905,0.022142367798370016
2015-01-12,0.034265633196888474,0.017544151925066483
2015-01-13,-0.008638191903803511,0.012724188312165452
2015-01-14,0.025780414020048957,0.011614710025123876
2015-01-15,-0.004507381856228382,0.0037298687811443245
2015-01-16,0.03995204476440854,0.06009118066491274
2015-01-19,-0.01027224041214433,0.00876603796558851
2015-01-20,0.0052928661680248954,0.010997885480816937
2015-01-21,0.030332578071437112,0.010428772029581028
2015-01-22,0.005575876331476104,0.0011806167315854751
2015-01-23,0.005835335639109362,0.017396162063897047
2015-01-26,0.01915654069581246,-0.002555655329644346
2015-01-27,0.007357440670936756,0.005525859146418712
2015-01-28,-0.014236665817613002,0.007271898680919708
2015-01-29,-0.016520818257412598,-0.011634648157002275
2015-01-30,0.01746613846652074,0.0033491658568763653
2015-02-02,-0.021396841005232467,-0.009548259567341484
2015-02-03,-0.0013824623653820528,0.006394278099305354
2015-02-04,0.0013716164168942838,-0.02709149360752096
2015-02-05,0.012327876432586888,0.0015783591529004463
2015-02-06,0.006275403876105172,-0.016300673646509115
2015-02-09,-0.011428432904629643,-0.02823977508373852
2015-02-10,0.023008795497646124,0.036121559285089845
2015-02-11,0.0065543117317347025,-0.0148424363602766
2015-02-12,0.0013905910244350172,0.047484667215504754
2015-02-13,0.0004393559846213813,0.021655301627468232
2015-02-16,-0.02386166767980805,-0.019114368137516113
2015-02-17,-0.002091517480144434,-0.0011839231929231756
2015-02-23,-0.0035530912535867484,0.007997111750394456
2015-02-24,0.007805531655348202,-0.01888270321345682
2015-02-25,-0.007273670206579933,-0.031913578426203036
2015-02-26,-0.03254908650115412,-0.0011529073107553797
2015-02-27,0.009484100831853682,0.01932803309770081
2015-03-02,-0.017482912073607824,-0.025051762152075552
2015-03-03,-0.011252213237649444,-0.03088958036092723
2015-03-04,-0.009521366673853143,0.0009685078983156193
2015-03-05,-0.0005118125746575494,0.008231309407505312
2015-03-06,-0.008942551681469641,-0.013037726325232993
2015-03-09,-0.006109024726452394,-0.010260324378008405
2015-03-10,0.02315972408445803,0.020326255020098074
2015-03-11,0.0021706610868855343,-0.01310268332519698
2015-03-12,0.012493436541476244,0.007698117893425317
2015-03-13,0.010452721736755436,0.02893189884944613
2015-03-16,0.036851462242608976,0.01692481455289476
2015-03-17,-0.00918231315765683,-0.0027628615153712423
2015-03-18,0.007874758284959793,-0.02818800175321845
2015-03-19,-0.0070120252978885965,0.003303351043696193
2015-03-20,0.00991069046030575,0.029172673217082057
